Activity Type,Date,Favorite,Title,Place,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Bike Cadence,Max Bike Cadence,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Training Stress Score®,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Total Reps,Total Sets,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Stress Change,Stress Start,Stress End,Avg Stress,Max Stress,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Cardio,4/24/2023 6:38,FALSE,Cardio,Unknown,0,112,0:14:35,161,169,2.6,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:14:35,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:14:35,--,--
Strength Training,4/24/2023 5:51,FALSE,Strength,Unknown,0,262,0:45:57,142,170,2.6,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,7,1,No,0:45:57,1,NaN,--,--,--,--,--,--,--,--,0:45:57,0:45:57,--,--
Strength Training,4/23/2023 11:29,FALSE,Strength,Unknown,0,194,0:27:14,155,168,2.9,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,9,1,No,0:27:14,1,NaN,--,--,--,--,--,--,--,--,0:27:14,0:27:14,--,--
Running,4/23/2023 10:58,FALSE,Zemst Running,Zemst,4.01,196,0:22:02,175,190,3.9,175,183,5:30,5:04,18,21,1.04,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,00:02.1,5,NaN,--,--,--,--,--,--,--,--,0:21:55,0:25:23,8,21
Strength Training,4/22/2023 18:14,FALSE,Strength,Unknown,0,11,02:25.0,118,123,0.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,12,1,No,02:25.0,1,NaN,--,--,--,--,--,--,--,--,02:25.0,02:25.0,--,--
Running,4/22/2023 17:31,FALSE,Zemst Running,Zemst,4.73,231,0:25:58,171,189,4.2,174,181,5:30,5:10,21,21,1.05,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,04:00.2,5,NaN,--,--,--,--,--,--,--,--,0:25:56,0:28:49,8,21
Strength Training,4/21/2023 16:15,FALSE,Strength,Unknown,0,196,0:40:22,129,160,2.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,13,1,No,0:40:22,1,NaN,--,--,--,--,--,--,--,--,0:40:22,0:45:20,--,--
Treadmill Running,4/20/2023 7:11,FALSE,Treadmill Running,Treadmill,2.01,89,0:10:55,171,183,2.6,170,176,5:26,5:12,--,--,1.08,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,00:01.8,3,NaN,--,--,--,--,--,--,--,--,0:10:55,0:10:55,--,--
Strength Training,4/20/2023 6:19,FALSE,Strength,Unknown,0,290,0:51:04,147,178,3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,23,1,No,0:51:04,1,NaN,--,--,--,--,--,--,--,--,0:51:04,0:51:04,--,--
Treadmill Running,4/18/2023 6:12,FALSE,Treadmill Running,Treadmill,2.01,84,0:11:07,158,180,2.3,169,174,5:32,5:13,--,--,1.07,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,00:02.0,3,NaN,--,--,--,--,--,--,--,--,0:11:06,0:11:07,--,--
Strength Training,4/18/2023 5:28,FALSE,Strength,Unknown,0,272,0:42:45,147,167,2.9,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,11,1,No,0:42:45,1,NaN,--,--,--,--,--,--,--,--,0:42:45,0:42:45,--,--
Cardio,4/17/2023 6:23,FALSE,Cardio,Unknown,0,89,0:11:38,161,169,2.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:11:38,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:11:38,--,--
Treadmill Running,4/17/2023 6:11,FALSE,Treadmill Running,Treadmill,1.55,63,09:19.8,144,156,2,170,233,6:01,4:25,--,--,0.98,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,03:08.4,2,NaN,--,--,--,--,--,--,--,--,0:09:18,09:19.8,--,--
Strength Training,4/17/2023 5:27,FALSE,Strength,Unknown,0,194,0:41:45,130,175,2.2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,5,1,No,0:41:45,1,NaN,--,--,--,--,--,--,--,--,0:41:45,0:41:45,--,--
Running,4/15/2023 15:24,FALSE,Zemst Running,Zemst,4.56,214,0:25:05,173,189,3.7,173,179,5:30,4:52,8,9,1.05,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,03:07.1,5,NaN,--,--,--,--,--,--,--,--,0:24:58,0:30:22,6,15
Running,4/13/2023 18:09,FALSE,Zemst Running,Zemst,4.01,188,0:22:16,155,186,3.6,171,207,5:33,4:47,10,11,1.05,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,00:02.5,5,NaN,--,--,--,--,--,--,--,--,0:21:45,0:42:47,6,15
Strength Training,4/12/2023 18:17,FALSE,Strength,Unknown,0,256,0:54:54,133,167,2.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,4,1,No,0:54:54,1,NaN,--,--,--,--,--,--,--,--,0:54:54,0:54:54,--,--
Running,4/11/2023 9:02,FALSE,Zemst Running,Zemst,5.17,245,0:28:27,167,196,4,172,184,5:30,4:59,14,15,1.06,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,00:56.0,6,NaN,--,--,--,--,--,--,--,--,0:28:25,0:37:29,6,14
Running,4/10/2023 16:52,FALSE,Zemst Running,Zemst,2.01,93,0:10:52,159,189,2.9,174,184,5:24,4:57,--,2,1.06,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,00:02.5,3,NaN,--,--,--,--,--,--,--,--,0:10:46,0:12:21,8,19
Cycling,4/9/2023 14:49,FALSE,Zemst Cycling,Zemst,8.88,254,0:50:32,134,167,2.3,--,--,10.5,28.5,28,24,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:16:18,2,NaN,--,--,--,--,--,--,--,--,0:44:16,0:50:32,3,17
Running,4/9/2023 10:31,FALSE,Zemst Running,Zemst,4.01,186,0:21:38,168,191,3.8,172,186,5:24,4:41,15,14,1.08,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,00:03.0,5,NaN,--,--,--,--,--,--,--,--,0:21:24,0:27:49,9,20
Running,4/5/2023 10:28,FALSE,Zemst Running,Zemst,2.84,117,0:14:11,158,189,3.1,168,184,4:59,4:34,11,10,1.19,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,04:07.6,3,NaN,--,--,--,--,--,--,--,--,0:14:02,0:24:07,8,21
Running,4/4/2023 9:23,FALSE,Zemst Running,Zemst,4.59,224,0:25:32,164,185,3.8,174,222,5:34,4:57,8,9,1.03,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,03:22.5,5,NaN,--,--,--,--,--,--,--,--,0:25:21,0:30:28,6,15
Running,4/3/2023 10:22,FALSE,Middelkerke Running,Middelkerke,4.13,216,0:24:54,143,173,3.6,170,178,6:02,5:30,--,--,0.98,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,00:43.9,5,NaN,--,--,--,--,--,--,--,--,0:24:38,0:37:07,--,--
Cardio,3/31/2023 6:36,FALSE,Cardio,Unknown,0,107,0:14:26,157,162,2.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:14:26,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:14:26,--,--
Strength Training,3/31/2023 5:47,FALSE,Strength,Unknown,0,262,0:46:06,143,177,3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,28,1,No,0:46:06,1,NaN,--,--,--,--,--,--,--,--,0:46:06,0:46:06,--,--
Treadmill Running,3/30/2023 9:34,FALSE,Treadmill Running,Treadmill,1.93,89,0:10:37,178,185,2.7,168,172,5:30,5:17,--,--,1.08,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,05:06.7,2,NaN,--,--,--,--,--,--,--,--,0:10:37,0:10:37,--,--
Cardio,3/30/2023 9:25,FALSE,Cardio,Unknown,0,15,06:31.8,89,146,0.5,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,06:31.8,1,NaN,--,--,--,--,--,--,--,--,0:00:00,06:31.8,--,--
Treadmill Running,3/28/2023 6:05,FALSE,Treadmill Running,Treadmill,2.37,96,0:13:54,152,182,2.4,168,172,5:51,5:21,--,--,1.02,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,02:03.3,3,NaN,--,--,--,--,--,--,--,--,0:13:53,0:13:54,--,--
Strength Training,3/28/2023 5:23,FALSE,Strength,Unknown,0,189,0:38:20,131,158,2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,14,1,No,0:38:20,1,NaN,--,--,--,--,--,--,--,--,0:38:20,0:38:20,--,--
Cardio,3/27/2023 6:24,FALSE,Cardio,Unknown,0,30,04:02.1,157,165,1.2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,04:02.1,1,NaN,--,--,--,--,--,--,--,--,0:00:00,04:02.1,--,--
Treadmill Running,3/27/2023 6:04,FALSE,Treadmill Running,Treadmill,2.58,115,0:15:01,165,184,2.9,166,170,5:50,5:19,--,--,1.04,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,03:17.4,3,NaN,--,--,--,--,--,--,--,--,0:14:59,0:15:01,--,--
Strength Training,3/27/2023 5:15,FALSE,Strength,Unknown,0,244,0:46:01,133,174,2.5,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,4,1,No,0:46:01,1,NaN,--,--,--,--,--,--,--,--,0:46:01,0:46:01,--,--
Strength Training,3/24/2023 6:50,FALSE,Strength,Unknown,0,123,0:17:54,150,166,2.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,13,1,No,0:17:54,1,NaN,--,--,--,--,--,--,--,--,0:17:54,0:17:54,--,--
Treadmill Running,3/24/2023 6:29,FALSE,Treadmill Running,Treadmill,3.02,136,0:16:57,170,187,3.1,170,240,5:37,4:35,--,--,1.05,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,00:05.0,4,NaN,--,--,--,--,--,--,--,--,0:16:56,0:17:57,--,--
Cardio,3/23/2023 7:06,FALSE,Cardio,Unknown,0,117,0:15:23,160,165,2.6,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:15:23,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:15:23,--,--
Strength Training,3/23/2023 6:27,FALSE,Strength,Unknown,0,237,0:36:54,151,184,3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,6,1,No,0:36:54,1,NaN,--,--,--,--,--,--,--,--,0:36:54,0:36:54,--,--
Cardio,3/22/2023 6:26,FALSE,Cardio,Unknown,0,77,0:10:05,161,166,2.3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:10:05,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:10:05,--,--
Treadmill Running,3/22/2023 6:11,FALSE,Treadmill Running,Treadmill,2.01,95,0:12:26,163,182,2.6,168,172,6:11,5:24,--,--,0.96,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,00:03.5,3,NaN,--,--,--,--,--,--,--,--,0:12:26,0:12:26,--,--
Strength Training,3/22/2023 5:25,FALSE,Strength,Unknown,0,251,0:41:23,145,169,2.8,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,3,1,No,0:41:23,1,NaN,--,--,--,--,--,--,--,--,0:41:23,0:41:23,--,--
Cardio,3/21/2023 6:30,FALSE,Cardio,Unknown,0,79,0:10:02,166,172,2.3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:10:02,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:10:02,--,--
Treadmill Running,3/21/2023 6:19,FALSE,Treadmill Running,Treadmill,1.28,59,07:37.8,164,180,2.1,168,172,5:56,5:22,--,--,1,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,01:36.6,2,NaN,--,--,--,--,--,--,--,--,07:37.8,07:37.8,--,--
Strength Training,3/21/2023 5:48,FALSE,Strength,Unknown,0,150,0:28:52,130,162,2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,10,1,No,0:28:52,1,NaN,--,--,--,--,--,--,--,--,0:28:52,0:28:52,--,--
Strength Training,3/21/2023 5:44,FALSE,Strength,Unknown,0,--,03:10.2,--,--,0,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,11,1,No,03:10.2,1,NaN,--,--,--,--,--,--,--,--,03:10.2,03:10.2,--,--
Strength Training,3/21/2023 5:22,FALSE,Strength,Unknown,0,--,0:11:44,--,--,0.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,10,1,No,0:11:44,1,NaN,--,--,--,--,--,--,--,--,0:11:44,0:11:44,--,--
Running,3/19/2023 10:31,FALSE,Mechelen Running,Mechelen,4.81,237,0:26:32,179,203,4.4,167,250,5:31,4:34,16,16,1.09,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,04:35.4,5,NaN,--,--,--,--,--,--,--,--,0:26:14,0:28:15,0,9
Running,3/18/2023 7:49,FALSE,Zemst Running,Zemst,3.47,168,0:19:19,160,173,3.4,171,181,5:34,5:04,8,8,1.05,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,02:30.5,4,NaN,--,--,--,--,--,--,--,--,0:19:19,0:22:35,4,16
Cardio,3/17/2023 7:09,FALSE,Cardio,Unknown,0,109,0:13:58,165,172,2.6,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:13:58,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:13:58,--,--
Treadmill Running,3/17/2023 6:46,FALSE,Treadmill Running,Treadmill,3.34,169,0:20:33,175,185,3.4,166,170,6:09,5:22,--,--,0.98,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,01:57.4,4,NaN,--,--,--,--,--,--,--,--,0:20:29,0:20:33,--,--
Cardio,3/15/2023 6:27,FALSE,Cardio,Unknown,0,57,07:26.6,160,167,2.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,07:26.6,1,NaN,--,--,--,--,--,--,--,--,0:00:00,07:26.6,--,--
Treadmill Running,3/15/2023 6:12,FALSE,Treadmill Running,Treadmill,2.03,96,0:12:07,168,185,2.7,165,171,5:58,5:19,--,--,1.01,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,00:11.0,3,NaN,--,--,--,--,--,--,--,--,0:11:58,0:13:00,--,--
Strength Training,3/15/2023 5:25,FALSE,Strength,Unknown,0,248,0:44:08,141,175,2.9,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,9,1,No,0:44:08,1,NaN,--,--,--,--,--,--,--,--,0:44:08,0:44:08,--,--
Treadmill Running,3/14/2023 6:06,FALSE,Treadmill Running,Treadmill,2,102,0:12:19,173,192,3,167,240,6:09,4:43,--,--,0.97,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,00:01.1,3,NaN,--,--,--,--,--,--,--,--,0:12:19,0:15:00,--,--
Strength Training,3/14/2023 5:21,FALSE,Strength,Unknown,0,274,0:42:31,148,170,2.9,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,12,1,No,0:42:31,1,NaN,--,--,--,--,--,--,--,--,0:42:31,0:42:31,--,--
Running,3/12/2023 7:58,FALSE,Zemst Running,Zemst,3.42,167,0:19:05,170,192,3.7,173,209,5:35,5:03,11,13,1.04,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,02:18.1,4,NaN,--,--,--,--,--,--,--,--,0:19:03,0:23:37,4,16
Running,3/11/2023 7:44,FALSE,Zemst Running,Zemst,3.55,178,0:20:40,165,196,3.6,171,234,5:50,5:16,11,12,1,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,02:59.8,4,NaN,--,--,--,--,--,--,--,--,0:20:30,0:23:02,4,16
Treadmill Running,3/10/2023 6:17,FALSE,Treadmill Running,Treadmill,2.01,66,0:12:18,129,147,1.3,166,171,6:06,5:22,--,--,0.99,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,00:05.3,3,NaN,--,--,--,--,--,--,--,--,0:12:15,0:13:13,--,--
Strength Training,3/10/2023 5:29,FALSE,Strength,Unknown,0,260,0:46:59,142,178,2.9,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,6,1,No,0:46:59,1,NaN,--,--,--,--,--,--,--,--,0:46:59,0:46:59,--,--
Cardio,3/9/2023 6:07,FALSE,Cardio,Unknown,0,118,0:15:04,166,172,2.8,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:15:04,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:15:28,--,--
Treadmill Running,3/9/2023 5:54,FALSE,Treadmill Running,Treadmill,1.83,82,0:10:24,167,186,2.5,168,172,5:40,5:19,--,--,1.05,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,04:41.1,2,NaN,--,--,--,--,--,--,--,--,0:10:24,0:10:24,--,--
Strength Training,3/9/2023 5:24,FALSE,Strength,Unknown,0,164,0:26:34,141,166,2.3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,6,1,No,0:26:34,1,NaN,--,--,--,--,--,--,--,--,0:26:34,0:26:34,--,--
Treadmill Running,3/7/2023 6:07,FALSE,Treadmill Running,Treadmill,1.61,79,09:48.4,171,181,2.5,167,171,6:04,5:20,--,--,0.99,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,03:25.6,2,NaN,--,--,--,--,--,--,--,--,09:46.6,09:48.4,--,--
Strength Training,3/7/2023 5:25,FALSE,Strength,Unknown,0,251,0:40:22,143,166,2.8,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,9,1,No,0:40:22,1,NaN,--,--,--,--,--,--,--,--,0:40:22,0:40:22,--,--
Cardio,3/6/2023 6:21,FALSE,Cardio,Unknown,0,157,0:20:04,166,176,3.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:20:04,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:21:32,--,--
Strength Training,3/6/2023 5:30,FALSE,Strength,Unknown,0,275,0:49:30,141,177,3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,13,1,No,0:49:30,1,NaN,--,--,--,--,--,--,--,--,0:49:30,0:49:30,--,--
Cardio,3/4/2023 8:37,FALSE,Cardio,Unknown,0,122,0:15:57,162,170,2.9,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:15:57,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:16:19,--,--
Treadmill Running,3/4/2023 8:18,FALSE,Treadmill Running,Treadmill,2.56,119,0:15:02,170,180,3,169,172,5:53,5:20,--,--,1.01,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,03:10.6,3,NaN,--,--,--,--,--,--,--,--,0:15:01,0:15:02,--,--
Strength Training,3/4/2023 7:47,FALSE,Strength,Unknown,0,142,0:27:13,131,154,2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,11,1,No,0:27:13,1,NaN,--,--,--,--,--,--,--,--,0:27:13,0:27:13,--,--
Strength Training,3/3/2023 7:28,FALSE,Strength,Unknown,0,292,0:47:55,144,161,2.7,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,7,1,No,0:47:55,1,NaN,--,--,--,--,--,--,--,--,0:47:55,0:47:55,--,--
Strength Training,3/2/2023 5:28,FALSE,Strength,Unknown,0,335,1:05:41,142,177,3.2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,6,1,No,1:05:41,1,NaN,--,--,--,--,--,--,--,--,1:05:32,1:05:41,--,--
Cardio,3/1/2023 6:23,FALSE,Cardio,Unknown,0,94,0:12:21,162,173,2.5,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:12:21,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:12:21,--,--
Treadmill Running,3/1/2023 6:09,FALSE,Treadmill Running,Treadmill,1.7,77,0:10:04,161,180,2.3,165,231,5:56,5:27,--,--,1.02,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,04:01.7,2,NaN,--,--,--,--,--,--,--,--,09:57.7,0:10:04,--,--
Strength Training,3/1/2023 5:33,FALSE,Strength,Unknown,0,178,0:33:24,132,165,2.2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,5,1,No,0:33:24,1,NaN,--,--,--,--,--,--,--,--,0:33:24,0:33:24,--,--
Treadmill Running,2/28/2023 6:11,FALSE,Treadmill Running,Treadmill,1.85,90,0:10:58,175,182,2.7,167,171,5:55,5:21,--,--,1.01,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,04:50.2,2,NaN,--,--,--,--,--,--,--,--,0:10:58,0:10:58,--,--
Strength Training,2/28/2023 5:24,FALSE,Strength,Unknown,0,273,0:47:10,139,170,2.9,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,6,1,No,0:47:10,1,NaN,--,--,--,--,--,--,--,--,0:47:10,0:47:10,--,--
Cardio,2/27/2023 6:23,FALSE,Cardio,Unknown,0,80,0:10:10,167,172,2.6,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:10:10,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:10:10,--,--
Treadmill Running,2/27/2023 6:11,FALSE,Treadmill Running,Treadmill,1.77,83,09:45.7,179,189,2.7,167,172,5:31,5:19,--,--,1.08,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,04:12.9,2,NaN,--,--,--,--,--,--,--,--,09:45.7,09:45.7,--,--
Strength Training,2/27/2023 5:29,FALSE,Strength,Unknown,0,254,0:39:53,149,181,3.2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,9,1,No,0:39:53,1,NaN,--,--,--,--,--,--,--,--,0:39:53,0:39:53,--,--
Walking,2/25/2023 10:13,FALSE,Middelkerke Walking,Middelkerke,10.77,531,2:25:46,102,116,2.3,109,235,13:32,8:40,38,5,0.68,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:12:41,11,NaN,--,--,--,--,--,--,--,--,2:19:25,2:25:46,--,33
Cardio,2/23/2023 6:40,FALSE,Cardio,Unknown,0,81,0:10:03,171,178,2.6,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:10:03,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:10:03,--,--
Strength Training,2/23/2023 5:49,FALSE,Strength,Unknown,0,298,0:49:53,143,164,2.8,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,13,1,No,0:49:53,1,NaN,--,--,--,--,--,--,--,--,0:49:53,0:49:53,--,--
Strength Training,2/22/2023 6:07,FALSE,Strength,Unknown,0,98,0:16:02,141,159,2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,14,1,No,0:16:02,1,NaN,--,--,--,--,--,--,--,--,0:16:02,0:16:02,--,--
Cardio,2/22/2023 5:50,FALSE,Cardio,Unknown,0,108,0:14:01,162,170,2.7,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:14:01,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:14:01,--,--
Indoor Cycling,2/22/2023 5:49,FALSE,Indoor Cycling,Indoor,0,5,00:51.8,133,144,0.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,00:00.5,3,NaN,--,--,--,--,--,--,--,--,0:00:00,00:51.8,--,--
Treadmill Running,2/22/2023 5:32,FALSE,Treadmill Running,Treadmill,1.31,60,07:13.0,177,181,2.9,169,174,5:30,5:14,--,--,1.07,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,01:40.2,2,NaN,--,--,--,--,--,--,--,--,07:12.2,0:13:57,--,--
Treadmill Running,2/21/2023 6:08,FALSE,Treadmill Running,Treadmill,1.02,48,05:51.5,174,184,2.3,168,174,5:46,5:13,--,--,1.03,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,00:05.1,2,NaN,--,--,--,--,--,--,--,--,0:05:51,05:51.5,--,--
Strength Training,2/21/2023 5:23,FALSE,Strength,Unknown,0,290,0:42:19,158,176,3.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,6,1,No,0:42:19,1,NaN,--,--,--,--,--,--,--,--,0:42:19,0:42:19,--,--
Treadmill Running,2/20/2023 6:11,FALSE,Treadmill Running,Treadmill,1.65,82,09:59.3,174,182,2.6,164,170,6:03,5:20,--,--,1.01,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,03:42.4,2,NaN,--,--,--,--,--,--,--,--,09:58.4,09:59.3,--,--
Strength Training,2/20/2023 5:24,FALSE,Strength,Unknown,0,324,0:45:55,156,180,3.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,8,1,No,0:45:55,1,NaN,--,--,--,--,--,--,--,--,0:45:55,0:45:55,--,--
